objectid,type,format,subject,identifier,creator,culture,date,title,materials,measurements,filename,credit,published,web_page,origin,description,altnum
13,Image;StillImage,image/jpeg,"Unknown;British;Metal, enamel cabochon;England",JSMA2016:12.176,Unknown,British,ca. 1900,"""Ruskin"" Enamel Pin","Metal, enamel cabochon",Diam. 2-1/8 inches,jsma2016_12_176,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=122479;type=101,England,,No MGW number
14,Image;StillImage,image/jpeg,"Unknown;British;Metal, enamel cabochon;England",JSMA2016:12.177,Unknown,British,ca. 1900,"""Ruskin"" Enamel Pin","Metal, enamel cabochon",W. 1-1/4 x D. 1-1/4 inches,jsma2016_12_177,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=122480;type=101,England,Pin with floral motif centering jade enamel cabochon.,N0328 and N0332
15,Image;StillImage,image/jpeg,"Unknown;British;Metal, enamel cabochon;England",JSMA2016:12.178,Unknown,British,ca. 1900,"""Ruskin"" Enamel Pin","Metal, enamel cabochon",Diam. 1-3/4 inches,jsma2016_12_178,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=122481;type=101,England,Pin with floral motif centering blue enamel cabochon.,No MGW number
16,Image;StillImage,image/jpeg,"Unknown;British;Metal, enamel cabochon;England",JSMA2016:12.178,Unknown,British,ca. 1900,"""Ruskin"" Enamel Pin","Metal, enamel cabochon",Diam. 1-3/4 inches,jsma2016_12_178,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=122481;type=101,England,Pin with floral motif centering blue enamel cabochon.,N0328 and N0332
17,Image;StillImage,image/jpeg,"Unknown;British;Metal, enamel cabochon;England",JSMA2016:12.179,Unknown,British,ca. 1900,"""Ruskin"" Enamel Pin","Metal, enamel cabochon",Diam. 1- 3/4 inches,jsma2016_12_179,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=122482;type=101,England,Pin with hammered surface centering garnet enamel cabochon.,No MGW number
18,Image;StillImage,image/jpeg,"Unknown;British;Metal, enamel cabochon;England",JSMA2016:12.179,Unknown,British,ca. 1900,"""Ruskin"" Enamel Pin","Metal, enamel cabochon",Diam. 1- 3/4 inches,jsma2016_12_179,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=122482;type=101,England,Pin with hammered surface centering garnet enamel cabochon.,N0328 and N0332
138,Image;StillImage,image/jpeg,Turriet & Bardach;Austrian;Metal with mother-of-pearl cabochons;Austria,JSMA2016:12.18,Turriet & Bardach,Austrian,1910,Belt buckle,Metal with mother-of-pearl cabochons,5-1/4 x 3 inches,jsma2016_12_18,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119671;type=101,Austria,Metal belt buckle with mother-of-pearl detail attached to leather belt.,N0201
19,Image;StillImage,image/jpeg,"Unknown;British;Metal, enamel cabochon;England",JSMA2016:12.180,Unknown,British,ca. 1900,"""Ruskin"" Enamel Pin","Metal, enamel cabochon",W. 2-3/8 x D. 1-1/2 inches,jsma2016_12_180,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=122483;type=101,England,Pin with floral motif centering jade enamel cabochon.,N0328 and N0332
20,Image;StillImage,image/jpeg,"Unknown;British;Metal, enamel cabochon;England",JSMA2016:12.180,Unknown,British,ca. 1900,"""Ruskin"" Enamel Pin","Metal, enamel cabochon",W. 2-3/8 x D. 1-1/2 inches,jsma2016_12_180,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=122483;type=101,England,Pin with floral motif centering jade enamel cabochon.,No MGW number
21,Image;StillImage,image/jpeg,"Unknown;British;Metal, enamel cabochon;England",JSMA2016:12.181,Unknown,British,ca. 1900,"""Ruskin"" Enamel Pin","Metal, enamel cabochon",W. 1-3/4 x D. 1-5/8 inches,jsma2016_12_181,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=122484;type=101,England,,N0328 and N0332
22,Image;StillImage,image/jpeg,"Unknown;British;Metal, enamel cabochon;England",JSMA2016:12.181,Unknown,British,ca. 1900,"""Ruskin"" Enamel Pin","Metal, enamel cabochon",W. 1-3/4 x D. 1-5/8 inches,jsma2016_12_181,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=122484;type=101,England,,No MGW number
23,Image;StillImage,image/jpeg,"Unknown;British;Metal, enamel cabochon;England",JSMA2016:12.182,Unknown,British,ca. 1900,"""Ruskin"" Enamel Pin","Metal, enamel cabochon",W. 1 x D. 1 inches,jsma2016_12_182,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=122485;type=101,England,Pin with leaf motif centering violet enamel cabochon.,N0328 and N0332
24,Image;StillImage,image/jpeg,"Unknown;British;Metal, enamel cabochon;England",JSMA2016:12.182,Unknown,British,ca. 1900,"""Ruskin"" Enamel Pin","Metal, enamel cabochon",W. 1 x D. 1 inches,jsma2016_12_182,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=122485;type=101,England,Pin with leaf motif centering violet enamel cabochon.,NO MGW NUMBER
65,Image;StillImage,image/jpeg,"Balle, Oystein;Norwegian;sterling silver, enamel;Stavanger, Norway",JSMA2016:12.183,"Balle, Oystein",Norwegian,ca. 1960,Pin and earrings,"sterling silver, enamel","Pin: 1-3/4 inches, earrings: 1 inches (each)",jsma2016_12_183,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=122486;type=101,"Stavanger, Norway",,N1267
294,Image;StillImage,image/jpeg,"Willmott, Charles;British;Ink on wove paper in acrylic frame;Birmingham, England",JSMA2016:12.184,"Willmott, Charles",British,20th century,Trade card,Ink on wove paper in acrylic frame,4-1/8 x 2-5/8 inches,jsma2016_12_184,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=122495;type=101,"Birmingham, England",Trade card of Charles Willmott.,N0055
295,Image;StillImage,image/jpeg,"Willmott, Charles;British;Pewter;Birmingham, England",JSMA2016:12.185,"Willmott, Charles",British,ca. 1900,Vase,Pewter,H. 7-7/8 x Diam. 2-1/2 inches,jsma2016_12_185,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=122496;type=101,"Birmingham, England","Of tapering form, decorated in relief with stylized trees against a stippled ground with a chased banner above.",N0055
326,Image;StillImage,image/jpeg,"Spencer, Edward;British;Copper and silver;London, England",JSMA2016:12.186,"Spencer, Edward",British,ca. 1915,Vase,Copper and silver,H. 7 x Diam. 3-3/8 inches,jsma2016_12_186,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=122497;type=101,"London, England",,N0621
562,Image;StillImage,image/jpeg,"Heinrichs, Joseph;American;Copper plated silver, brass, wood handles;New York, New York",JSMA2016:12.187a-e,"Heinrichs, Joseph",American,ca. 1900,Tea Service,"Copper plated silver, brass, wood handles",overall: H. 12 x W. 19 x D. 12 inches,jsma2016_12_187,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=122971;type=101,"New York, New York",,N1482
408,Image;StillImage,image/jpeg,"Weidlich Brothers Manufacturing Company;American;Silverplate;Bridgeport, Connecticut",JSMA2016:12.188,Weidlich Brothers Manufacturing Company,American,ca. 1928,Pitcher (Sunray),Silverplate,H. 8-3/8 x D. 5-1/8 x W. 9 inches,jsma2016_12_188,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=122970;type=101,"Bridgeport, Connecticut","The bold geometric design of this Sunray pitcher was created by designers for the Weidlich Brothers Manufacturing Co. This pitcher is in keeping with Art Deco principles of readily available, machine-made modern designs. Silver plating made affordable metalwork available to American consumers without sacrificing style.",N0773
209,Image;StillImage,image/jpeg,"Georg Jensen Inc.;Danish;Sterling silver;Copenhagen, Denmark","JSMA2016:12.189a,b",Georg Jensen Inc.,Danish,ca. 1940,Serving fork and spoon,Sterling silver,"A: 10-1/4 inches, B: 10 inches",jsma2016_12_189,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=112249;type=101,"Copenhagen, Denmark",Silver serving fork and spoon with scroll decoration at handle terminal.,"XL2014:87.1a,b"
210,Image;StillImage,image/jpeg,"Georg Jensen Inc.;Danish;Sterling silver;Copenhagen, Denmark","JSMA2016:12.189a,b",Georg Jensen Inc.,Danish,ca. 1940,Serving fork and spoon,Sterling silver,"A: 10-1/4 inches, B: 10 inches",jsma2016_12_189,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=112249;type=101,"Copenhagen, Denmark",Silver serving fork and spoon with scroll decoration at handle terminal.,XL2014:87.1
211,Image;StillImage,image/jpeg,"Georg Jensen Inc.;Danish;Sterling silver;Copenhagen, Denmark","JSMA2016:12.189a,b",Georg Jensen Inc.,Danish,ca. 1940,Serving fork and spoon,Sterling silver,"A: 10-1/4 inches, B: 10 inches",jsma2016_12_189,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=112249;type=101,"Copenhagen, Denmark",Silver serving fork and spoon with scroll decoration at handle terminal.,N0605
105,Image;StillImage,image/jpeg,"Adler, Allan;American;Sterling silver and ebony;Studio City, California","JSMA2016:12.190a,b","Adler, Allan",American,ca. 1965,Salad serving set,Sterling silver and ebony,each: 13-1/2 inches,jsma2016_12_190,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=112251;type=101,"Studio City, California",,N0220
106,Image;StillImage,image/jpeg,"Adler, Allan;American;Sterling silver and ebony;Studio City, California","JSMA2016:12.190a,b","Adler, Allan",American,ca. 1965,Salad serving set,Sterling silver and ebony,each: 13-1/2 inches,jsma2016_12_190,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=112251;type=101,"Studio City, California",,"XL2014:87.4a,b"
107,Image;StillImage,image/jpeg,"Adler, Allan;American;Sterling silver and ebony;Studio City, California","JSMA2016:12.190a,b","Adler, Allan",American,ca. 1965,Salad serving set,Sterling silver and ebony,each: 13-1/2 inches,jsma2016_12_190,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=112251;type=101,"Studio City, California",,XL2014:87.4
204,Image;StillImage,image/jpeg,Unknown;Norwegian;.830 silver;Norway,"JSMA2016:12.19a,b",Unknown,Norwegian,early 20th century,Serving fork and spoon,.830 silver,8-7/8 inches,jsma2016_12_19,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119672;type=101,Norway,Meat Fork and Serving spoon decorated with ancanthus leaves and pineapples.,N0206
96,Image;StillImage,image/jpeg,"Dweck, Stephen;American;Sterling silver;New York, New York","JSMA2016:12.20a,b","Dweck, Stephen",American,1986,Serving fork and spoon,Sterling silver,Fork: 10 inches; spoon: 9-3/4 inches,jsma2016_12_20,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119673;type=101,"New York, New York","Designer Stephen Dweck is best-known for his jewelry line sold in high-end department stores, such as Bergdorf Goodman’s and Neiman Marcus. Dweck began his career as a painter and sculptor, but in 1981, he decided to focus on creating fashion jewelry instead. He eventually created a limited home collection starting in 1986, which included these serving pieces. Intertwined vines and grapes leaves, seen here, decorate all the objects in his home collection. He created the naturalistic foliage and beetle from molds from specimens found in his garden. Dweck considers giving new life to old styles his specialty. He associates the beetle (a signature motif he named Adam) with ancient Egyptian scarabs and the vines with classical laurel victory wreaths.  Only 50 sets of this particular design were produced, and it is no longer in production.",N0207
97,Image;StillImage,image/jpeg,"Gorham Manufacturing Co.;American;Sterling silver, gilt;New York, New York","JSMA2016:12.21a,b",Gorham Manufacturing Co.,American,ca. 1952-61,Serving fork and spoon,"Sterling silver, gilt",each: 8-7/8 inches,jsma2016_12_21,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119674;type=101,"New York, New York",Large serving fork and spoon.,N0208
189,Image;StillImage,image/jpeg,"Blanchard, Porter;American;Sterling silver with 24 karat gold inlay;Calabasas, California","JSMA2016:12.22a,b","Blanchard, Porter",American,ca. 1980,Serving fork and hot cake server,Sterling silver with 24 karat gold inlay,each: 9-1/2 inches,jsma2016_12_22,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119675;type=101,"Calabasas, California",Serving fork and hot cake server in the Ionic pattern.,N0209
242,Image;StillImage,image/jpeg,"Whiting Manufacturing Co.;American;Sterling silver;New York, New York","JSMA2016:12.23a,b",Whiting Manufacturing Co.,American,ca. 1885-1926,Serving fork and spoon,Sterling silver,Fork: H. 1-1/2 x W. 12 inches; spoon: H. 2 x W. 11-3/4 inches,jsma2016_12_23,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119676;type=101,"New York, New York","Whiting Manufacturing Company was known for their Japanese-inspired pieces, such as this serving set. The Lily of the Valley pattern references the floral designs of Japanese paintings and woodblock prints. The company was founded in 1866 in Attleboro, Massachusetts by William Dean Whiting. After a fire in 1875, the factory was moved to New York City, where it became one of the leading producers of sterling silver flatware, hollowware, and other decorative objects. The use of Japanese-inspired designs was a way to set Whiting apart from its main competitors, Gorham Manufacturing Company and Tiffany & Company. Unfortunately, this strategy was not successful in keeping the company afloat. Gorham acquired the company in 1924 but continued to make silver under the Whiting name until 1926.",N0213
239,Image;StillImage,image/jpeg,"Marshall Field & Company Craft Shop;American;Sterling silver;Chicago, Illinois","JSMA2016:12.24a,b",Marshall Field & Company Craft Shop,American,ca. 1920,Serving fork and spoon,Sterling silver,each: H. 2-3/4 x W. 11-3/4 inches,jsma2016_12_24,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119677;type=101,"Chicago, Illinois","The hammered finish, simple design, and naturalistic influence of this serving set are qualities associated with the Arts and Crafts movement. The Arts and Crafts movement began in Britain during the mid-19th century and later gained popularity in the United States, particularly in Chicago. Chicago-based department store Marshall Field & Company added a craft shop and metal foundry around 1904. The shop was established to capitalize on the popularity of the Arts and Crafts movement, which privileged handmade objects, often with a hammered surface. Marshall Field and Company’s shop manufactured mostly machine-made silver and jewelry. To achieve the look of a handmade piece, artisans would apply a hand-hammered finish. The works for sale thus mimicked the look of handmade objects but at a fraction of the price.",N0215
240,Image;StillImage,image/jpeg,"Sturm, Alexander;Austrian;Silver, ivory;Vienna, Austria","JSMA2016:12.25a,b","Sturm, Alexander",Austrian,ca. 1930,Serving fork and spoon,"Silver, ivory",each: 10-1/2 inches,jsma2016_12_25,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119678;type=101,"Vienna, Austria","Serving fork and spoon with modern design, ivory handles, and silver bowls.",N0216
98,Image;StillImage,image/jpeg,"Kintz, Alfred G.; International Silver Company;American;Sterling silver;Meriden, Conneticut",JSMA2016:12.26,"Kintz, Alfred G.; International Silver Company",American,ca. 1946,Serving fork and spoon,Sterling silver,Fork: 8-1/2 inches; spoon: 8-7/8 inches,jsma2016_12_26,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119679;type=101,"Meriden, Conneticut","The pattern of this serving set, Northern Lights, was offered by Connecticut-based International Silver Company in hollowware and a variety of flatware starting in 1928. It was advertised as “all the flashing life, the cold and colorful mystery of Aurora—caught in silver.” Northern Lights was part of the Spirit of Today series, the company’s attempt to create more modern and forward-thinking pieces that would appeal to their more progressive customers. In addition to these more modern designs, International Silver Company continued to produce traditional patterns for their more conservative clientele. The company’s many different divisions offered a wide variety of objects and styles, including silver for hotels, trains, airplanes, passenger ships, and even for prizes in cereal boxes, in addition to their domestic wares.",N0217
99,Image;StillImage,image/jpeg,"Shreve & Company;American;Sterling silver;San Francisco, California","JSMA2016:12.27a,b",Shreve & Company,American,ca. 1909,Serving fork and spoon,Sterling silver,each: 8-3/4 inches,jsma2016_12_27,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119680;type=101,"San Francisco, California","Sterling silver serving fork and spoon, Norman pattern, hammered finish on handles.",N0219
103,Image;StillImage,image/jpeg,"Shiebler, George W.;American;Sterling silver, parcel gilt;Brooklyn, New York",JSMA2016:12.28a.b,"Shiebler, George W.",American,ca. 1890,Serving fork and spoon,"Sterling silver, parcel gilt",Spoon: 9-3/8 inches; fork: 9-1/8 inches,jsma2016_12_28,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119681;type=101,"Brooklyn, New York","Large, ornate serving fork and spoon engraved with the Chrysanthemum pattern.",N0221
88,Image;StillImage,image/jpeg,"Stewart, Graham L.;Scottish;Sterling silver;Edinburgh, Scotland","JSMA2016:12.29a,b","Stewart, Graham L.",Scottish,2004,Serving spoons,Sterling silver,each: 9-3/4 inches,jsma2016_12_29,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119682;type=101,"Edinburgh, Scotland","Sterling silver serving ""crocus"" spoons.",N0222
573,Image;StillImage,image/jpeg,"Doskow, Leonore;American;Sterling silver;Montrose, New York",JSMA2016:12.2a-c,"Doskow, Leonore",American,ca. 1980,Three-Piece Condiment Set,Sterling silver,overall: 5-1/4 to 6 inches,jsma2016_12_2,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119654;type=101,"Montrose, New York",Small three-piece condiments set with a pick and two spoons.,N0044
520,Image;StillImage,image/jpeg,"Buenilum Aluminum;American;Aaluminum and lucite;New York, New York",JSMA2016:12.3,Buenilum Aluminum,American,ca. 1965,Teapot,Aaluminum and lucite,H. 6-3/4 x W. 8 x D. 5 inches,jsma2016_12_3,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119656;type=101,"New York, New York","In the 1930s, designers began to incorporate new materials like Lucite, a type of acrylic, into more traditional objects like this Buenilum teapot. A portmanteau of his last name and the word “aluminum,” German born designer Frederick Buehner’s company, Buenilum Aluminum, set out to produce affordable and well-crafted goods. Despite the use of modern materials, this teapot embodies the Arts and Crafts aesthetic of handicraft. The hammered aluminum surface on the body of the teapot suggests the workman’s touch.",N0057
190,Image;StillImage,image/jpeg,"Blanchard, Porter;American;Sterling silver;Pacoima, California","JSMA2016:12.30a,b","Blanchard, Porter",American,ca. 1930,Serving fork and spoon,Sterling silver,Fork: 10-1/4 inches; spoon: 10 inches,jsma2016_12_30,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119683;type=101,"Pacoima, California",Silver serving fork and spoon.,N0223
100,Image;StillImage,image/jpeg,"Pardon, Earl; Towle Silversmiths;American;Sterling silver handles with stainless steel and wood attachments, enamel terminals;Newburyport, Massachusetts",JSMA2016:12.31a-d,"Pardon, Earl; Towle Silversmiths",American,1955,Bar set,"Sterling silver handles with stainless steel and wood attachments, enamel terminals",Fork: 8 inches; bar knife: 9 inches; muddler: 6-3/8 inches,jsma2016_12_31,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119684;type=101,"Newburyport, Massachusetts",,N0225
205,Image;StillImage,image/jpeg,"Petersen, Carl P.;Danish, Canadian;sterling silver;Copenhagen, Denmark",JSMA2016:12.32,"Petersen, Carl P.","Danish, Canadian",ca. 1915,Pickle fork,sterling silver,8-5/8 inches,jsma2016_12_32,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119685;type=101,"Copenhagen, Denmark",,N0228
49,Image;StillImage,image/jpeg,"Unknown;;silver, enamel;Possibly England",JSMA2016:12.33,Unknown,,ca. 1910,Moth pin,"silver, enamel",3-1/2 x 2-1/4 inches,jsma2016_12_33,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119686;type=101,Possibly England,"Botany, insects, and snakes were common motifs of Art Nouveau jewelry. In addition to natural motifs, Art Nouveau artists frequently employed enameling to provide lustrous color to their work. This moth pin was created using the cloisonné technique of fusing colored, ground glass to the metal base.",N0314
39,Image;StillImage,image/jpeg,Unknown;Mexican;enamel;Mexico,JSMA2016:12.34,Unknown,Mexican,n.d.,Brooch with sun motif,enamel,1-1/4 x 1-3/4 inches,jsma2016_12_34,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119687;type=101,Mexico,Sun enamel pendant.,N0318
69,Image;StillImage,image/jpeg,"Ritchie, Alexander; Iona Celtic Art;British;Sterling silver;Iona, Scotland",JSMA2016:12.35,"Ritchie, Alexander; Iona Celtic Art",British,ca. 1908,Celtic Cross Pendant,Sterling silver,W. 2-1/4 x D. 2 inches,jsma2016_12_35,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119688;type=101,"Iona, Scotland",Traditional cross with celtic knotwork relief on arms and circular medallion at center.,N0322
26,Image;StillImage,image/jpeg,Unknown;Native American;Silver;United States,JSMA2016:12.36,Unknown,Native American,20th century,Pin,Silver,3 x 1/4 inches,jsma2016_12_36,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119689;type=101,United States,Bar pin with geometric design.,N0354
155,Image;StillImage,image/jpeg,"Unknown;German;Silver, amber, citrine;Germany",JSMA2016:12.37,Unknown,German,ca. 1910,Necklace,"Silver, amber, citrine",15 inches,jsma2016_12_37,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119690;type=101,Germany,"Silver, amber, and citrine necklace.",N0358
266,Image;StillImage,image/jpeg,Unknown;British;Brass;England,"JSMA2016:12.38a,b",Unknown,British,ca. 1910,Bookends,Brass,each: H. 9 x W. 6-7/8 inches,jsma2016_12_38,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119691;type=101,England,"Cast brass bookends with hammered finish, rivets, and applied leaf ornamentation.",N0449
139,Image;StillImage,image/jpeg,Unknown;French;Silver;unknown,JSMA2016:12.39,Unknown,French,n.d.,Clasp,Silver,each: 2 x 2-1/2 inches,jsma2016_12_39,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119692;type=101,unknown,,N0461
289,Image;StillImage,image/jpeg,"Hagenauer, Karl; Wiener Werkstätte;Austrian;Brass;Vienna, Austria",JSMA2016:12.4,"Hagenauer, Karl; Wiener Werkstätte",Austrian,ca. 1930,Footed bowl,Brass,H. 7-5/8 x Diam. 4 inches,jsma2016_12_4,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119657;type=101,"Vienna, Austria","Brass footed bowl, decoration includes different figures playing golf. Also produced in silvered and nickeled brass in through the 1950s. In addition to golf motif, a similar bowl with an animal motif was offered. Karl Hagenauer (1898-1956) was born in Bratislava. Karl Hagenauer (1898-1956) worked in his father’s firm Werkstätte Hagenauer producing modern designs. Influenced by Wiener Werkstätte artists like Josef Hoffman and Dagobert Peche, Hagenauer invented playful designs the golfers playing around the foot of the bowl shown here.",N0072
116,Image;StillImage,image/jpeg,"Martin Mayer;German;.935 fine silver, freshwater pearls;Mainz, Germany",JSMA2016:12.40,Martin Mayer,German,early 20th century,Pin,".935 fine silver, freshwater pearls",3-1/8 inches,jsma2016_12_40,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119695;type=101,"Mainz, Germany","Small pin, possibly hat pin, decorated with pearls.",N0518
